comp.sys.ibm.pc.hardware,20news-bydate-train/comp.sys.ibm.pc.hardware/58978
rec.motorcycles,20news-bydate-train/rec.motorcycles/103181
rec.sport.hockey,20news-bydate-train/rec.sport.hockey/54165
talk.politics.guns,20news-bydate-train/talk.politics.guns/54334
comp.os.ms-windows.misc,20news-bydate-train/comp.os.ms-windows.misc/9572
sci.med,20news-bydate-train/sci.med/58772
sci.space,20news-bydate-train/sci.space/60872
rec.sport.hockey,20news-bydate-train/rec.sport.hockey/53652
rec.sport.baseball,20news-bydate-train/rec.sport.baseball/104790
talk.politics.misc,20news-bydate-train/talk.politics.misc/176995
sci.crypt,20news-bydate-train/sci.crypt/15196
comp.sys.ibm.pc.hardware,20news-bydate-train/comp.sys.ibm.pc.hardware/60750
misc.forsale,20news-bydate-train/misc.forsale/76317
sci.electronics,20news-bydate-train/sci.electronics/53915
sci.crypt,20news-bydate-train/sci.crypt/15464
sci.electronics,20news-bydate-train/sci.electronics/53773
comp.os.ms-windows.misc,20news-bydate-train/comp.os.ms-windows.misc/9828
sci.med,20news-bydate-train/sci.med/59186
comp.windows.x,20news-bydate-train/comp.windows.x/67293
comp.graphics,20news-bydate-train/comp.graphics/38632
sci.crypt,20news-bydate-train/sci.crypt/15375
talk.politics.mideast,20news-bydate-train/talk.politics.mideast/76174
sci.crypt,20news-bydate-train/sci.crypt/15349
comp.windows.x,20news-bydate-train/comp.windows.x/66936
talk.politics.mideast,20news-bydate-train/talk.politics.mideast/76125
talk.politics.guns,20news-bydate-train/talk.politics.guns/53355
rec.sport.baseball,20news-bydate-train/rec.sport.baseball/104410
misc.forsale,20news-bydate-train/misc.forsale/75926
misc.forsale,20news-bydate-train/misc.forsale/76031
comp.windows.x,20news-bydate-train/comp.windows.x/67280
sci.space,20news-bydate-train/sci.space/61119
rec.sport.hockey,20news-bydate-train/rec.sport.hockey/53981
alt.atheism,20news-bydate-train/alt.atheism/53176
rec.sport.hockey,20news-bydate-train/rec.sport.hockey/53889
alt.atheism,20news-bydate-train/alt.atheism/51209
sci.electronics,20news-bydate-train/sci.electronics/53912
comp.graphics,20news-bydate-train/comp.graphics/38314
rec.motorcycles,20news-bydate-train/rec.motorcycles/104727
rec.sport.baseball,20news-bydate-train/rec.sport.baseball/104322
sci.med,20news-bydate-train/sci.med/58817
comp.sys.mac.hardware,20news-bydate-train/comp.sys.mac.hardware/51870
sci.space,20news-bydate-train/sci.space/60244
talk.politics.misc,20news-bydate-train/talk.politics.misc/178440
misc.forsale,20news-bydate-train/misc.forsale/76575
alt.atheism,20news-bydate-train/alt.atheism/53303
rec.sport.hockey,20news-bydate-train/rec.sport.hockey/52623
misc.forsale,20news-bydate-train/misc.forsale/76054
alt.atheism,20news-bydate-train/alt.atheism/53292
comp.sys.mac.hardware,20news-bydate-train/comp.sys.mac.hardware/51868
sci.med,20news-bydate-train/sci.med/59100
alt.atheism,20news-bydate-train/alt.atheism/53096
sci.electronics,20news-bydate-train/sci.electronics/53620
sci.med,20news-bydate-train/sci.med/59072
sci.electronics,20news-bydate-train/sci.electronics/53736
comp.sys.mac.hardware,20news-bydate-train/comp.sys.mac.hardware/51639
comp.graphics,20news-bydate-train/comp.graphics/38740
rec.sport.baseball,20news-bydate-train/rec.sport.baseball/104572
rec.motorcycles,20news-bydate-train/rec.motorcycles/104417
talk.politics.guns,20news-bydate-train/talk.politics.guns/54148
sci.crypt,20news-bydate-train/sci.crypt/15203
rec.motorcycles,20news-bydate-train/rec.motorcycles/104395
sci.crypt,20news-bydate-train/sci.crypt/15168
sci.electronics,20news-bydate-train/sci.electronics/52820
sci.med,20news-bydate-train/sci.med/58897
talk.politics.guns,20news-bydate-train/talk.politics.guns/54482
rec.motorcycles,20news-bydate-train/rec.motorcycles/103212
rec.autos,20news-bydate-train/rec.autos/103085
rec.sport.baseball,20news-bydate-train/rec.sport.baseball/104523
rec.sport.hockey,20news-bydate-train/rec.sport.hockey/53554
comp.sys.ibm.pc.hardware,20news-bydate-train/comp.sys.ibm.pc.hardware/60353
sci.space,20news-bydate-train/sci.space/60174
comp.sys.ibm.pc.hardware,20news-bydate-train/comp.sys.ibm.pc.hardware/60279
sci.space,20news-bydate-train/sci.space/60848
misc.forsale,20news-bydate-train/misc.forsale/74792
rec.autos,20news-bydate-train/rec.autos/102754
comp.graphics,20news-bydate-train/comp.graphics/38397
sci.med,20news-bydate-train/sci.med/59211
comp.sys.ibm.pc.hardware,20news-bydate-train/comp.sys.ibm.pc.hardware/60481
comp.sys.mac.hardware,20news-bydate-train/comp.sys.mac.hardware/51542
rec.autos,20news-bydate-train/rec.autos/102976
sci.crypt,20news-bydate-train/sci.crypt/15778
rec.sport.baseball,20news-bydate-train/rec.sport.baseball/104578
comp.windows.x,20news-bydate-train/comp.windows.x/67343
talk.politics.misc,20news-bydate-train/talk.politics.misc/178375
talk.politics.mideast,20news-bydate-train/talk.politics.mideast/75370
sci.space,20news-bydate-train/sci.space/60833
comp.windows.x,20news-bydate-train/comp.windows.x/66462
comp.os.ms-windows.misc,20news-bydate-train/comp.os.ms-windows.misc/9789
sci.med,20news-bydate-train/sci.med/58912
comp.sys.mac.hardware,20news-bydate-train/comp.sys.mac.hardware/51746
rec.sport.hockey,20news-bydate-train/rec.sport.hockey/53814
comp.sys.ibm.pc.hardware,20news-bydate-train/comp.sys.ibm.pc.hardware/60740
comp.sys.mac.hardware,20news-bydate-train/comp.sys.mac.hardware/51539
talk.politics.guns,20news-bydate-train/talk.politics.guns/53339
sci.electronics,20news-bydate-train/sci.electronics/53679
rec.sport.hockey,20news-bydate-train/rec.sport.hockey/53915
comp.graphics,20news-bydate-train/comp.graphics/38371
alt.atheism,20news-bydate-train/alt.atheism/53765
talk.politics.guns,20news-bydate-train/talk.politics.guns/54407
talk.politics.mideast,20news-bydate-train/talk.politics.mideast/76067
talk.politics.misc,20news-bydate-train/talk.politics.misc/178694
rec.sport.baseball,20news-bydate-train/rec.sport.baseball/104537
comp.os.ms-windows.misc,20news-bydate-train/comp.os.ms-windows.misc/9151
sci.space,20news-bydate-train/sci.space/61223
talk.politics.mideast,20news-bydate-train/talk.politics.mideast/76005
comp.graphics,20news-bydate-train/comp.graphics/38353
sci.space,20news-bydate-train/sci.space/60185
talk.religion.misc,20news-bydate-train/talk.religion.misc/83469
alt.atheism,20news-bydate-train/alt.atheism/53081
talk.religion.misc,20news-bydate-train/talk.religion.misc/84195
comp.sys.mac.hardware,20news-bydate-train/comp.sys.mac.hardware/51849
comp.sys.ibm.pc.hardware,20news-bydate-train/comp.sys.ibm.pc.hardware/60174
sci.crypt,20news-bydate-train/sci.crypt/15540
comp.sys.ibm.pc.hardware,20news-bydate-train/comp.sys.ibm.pc.hardware/58926
comp.sys.ibm.pc.hardware,20news-bydate-train/comp.sys.ibm.pc.hardware/60418
sci.med,20news-bydate-train/sci.med/59094
talk.politics.misc,20news-bydate-train/talk.politics.misc/178840
talk.politics.mideast,20news-bydate-train/talk.politics.mideast/76117
soc.religion.christian,20news-bydate-train/soc.religion.christian/20939
comp.sys.mac.hardware,20news-bydate-train/comp.sys.mac.hardware/51505
comp.sys.ibm.pc.hardware,20news-bydate-train/comp.sys.ibm.pc.hardware/58917
comp.os.ms-windows.misc,20news-bydate-train/comp.os.ms-windows.misc/9662
comp.windows.x,20news-bydate-train/comp.windows.x/66452
comp.sys.mac.hardware,20news-bydate-train/comp.sys.mac.hardware/50458
misc.forsale,20news-bydate-train/misc.forsale/75995
comp.sys.ibm.pc.hardware,20news-bydate-train/comp.sys.ibm.pc.hardware/60757
sci.crypt,20news-bydate-train/sci.crypt/15676
talk.politics.mideast,20news-bydate-train/talk.politics.mideast/76250
rec.motorcycles,20news-bydate-train/rec.motorcycles/104496
talk.politics.guns,20news-bydate-train/talk.politics.guns/54193
rec.sport.hockey,20news-bydate-train/rec.sport.hockey/53690
comp.os.ms-windows.misc,20news-bydate-train/comp.os.ms-windows.misc/9822
sci.electronics,20news-bydate-train/sci.electronics/53530
rec.sport.hockey,20news-bydate-train/rec.sport.hockey/53848
comp.sys.ibm.pc.hardware,20news-bydate-train/comp.sys.ibm.pc.hardware/60406
talk.politics.misc,20news-bydate-train/talk.politics.misc/177020
comp.windows.x,20news-bydate-train/comp.windows.x/67337
talk.politics.mideast,20news-bydate-train/talk.politics.mideast/76265
sci.space,20news-bydate-train/sci.space/60811
sci.med,20news-bydate-train/sci.med/58569
sci.space,20news-bydate-train/sci.space/61023
sci.electronics,20news-bydate-train/sci.electronics/53541
sci.med,20news-bydate-train/sci.med/59142
rec.sport.hockey,20news-bydate-train/rec.sport.hockey/53627
misc.forsale,20news-bydate-train/misc.forsale/76060
sci.crypt,20news-bydate-train/sci.crypt/15442
comp.graphics,20news-bydate-train/comp.graphics/38337
comp.windows.x,20news-bydate-train/comp.windows.x/67013
talk.politics.misc,20news-bydate-train/talk.politics.misc/178449
sci.med,20news-bydate-train/sci.med/58984
sci.crypt,20news-bydate-train/sci.crypt/15501
sci.med,20news-bydate-train/sci.med/59101
talk.politics.mideast,20news-bydate-train/talk.politics.mideast/76198
sci.crypt,20news-bydate-train/sci.crypt/15294
soc.religion.christian,20news-bydate-train/soc.religion.christian/20861
rec.sport.baseball,20news-bydate-train/rec.sport.baseball/102691
sci.electronics,20news-bydate-train/sci.electronics/52809
comp.os.ms-windows.misc,20news-bydate-train/comp.os.ms-windows.misc/9983
comp.sys.mac.hardware,20news-bydate-train/comp.sys.mac.hardware/51913
rec.autos,20news-bydate-train/rec.autos/102887
misc.forsale,20news-bydate-train/misc.forsale/74829
comp.graphics,20news-bydate-train/comp.graphics/38403
talk.politics.guns,20news-bydate-train/talk.politics.guns/53322
sci.crypt,20news-bydate-train/sci.crypt/15408
misc.forsale,20news-bydate-train/misc.forsale/76432
comp.os.ms-windows.misc,20news-bydate-train/comp.os.ms-windows.misc/9907
sci.med,20news-bydate-train/sci.med/58116
comp.graphics,20news-bydate-train/comp.graphics/38507
talk.politics.mideast,20news-bydate-train/talk.politics.mideast/76271
talk.politics.guns,20news-bydate-train/talk.politics.guns/54294
alt.atheism,20news-bydate-train/alt.atheism/51234
rec.autos,20news-bydate-train/rec.autos/101566
comp.sys.ibm.pc.hardware,20news-bydate-train/comp.sys.ibm.pc.hardware/60544
sci.crypt,20news-bydate-train/sci.crypt/15634
soc.religion.christian,20news-bydate-train/soc.religion.christian/21351
soc.religion.christian,20news-bydate-train/soc.religion.christian/20974
sci.electronics,20news-bydate-train/sci.electronics/53554
sci.electronics,20news-bydate-train/sci.electronics/53676
talk.politics.guns,20news-bydate-train/talk.politics.guns/54143
rec.sport.baseball,20news-bydate-train/rec.sport.baseball/102602
rec.autos,20news-bydate-train/rec.autos/102894
rec.motorcycles,20news-bydate-train/rec.motorcycles/104376
talk.politics.mideast,20news-bydate-train/talk.politics.mideast/76325
misc.forsale,20news-bydate-train/misc.forsale/74765
rec.autos,20news-bydate-train/rec.autos/103354
sci.crypt,20news-bydate-train/sci.crypt/15177
rec.sport.hockey,20news-bydate-train/rec.sport.hockey/53722
misc.forsale,20news-bydate-train/misc.forsale/76355
misc.forsale,20news-bydate-train/misc.forsale/76063
rec.sport.baseball,20news-bydate-train/rec.sport.baseball/104538
sci.crypt,20news-bydate-train/sci.crypt/15571
soc.religion.christian,20news-bydate-train/soc.religion.christian/20612
comp.sys.ibm.pc.hardware,20news-bydate-train/comp.sys.ibm.pc.hardware/58992
sci.med,20news-bydate-train/sci.med/59060
sci.crypt,20news-bydate-train/sci.crypt/15234
soc.religion.christian,20news-bydate-train/soc.religion.christian/21337
sci.crypt,20news-bydate-train/sci.crypt/15223
comp.windows.x,20news-bydate-train/comp.windows.x/66950
talk.politics.guns,20news-bydate-train/talk.politics.guns/54340
rec.sport.hockey,20news-bydate-train/rec.sport.hockey/53523
talk.politics.mideast,20news-bydate-train/talk.politics.mideast/76247
comp.windows.x,20news-bydate-train/comp.windows.x/67272
talk.politics.guns,20news-bydate-train/talk.politics.guns/54562
talk.politics.misc,20news-bydate-train/talk.politics.misc/178519
sci.space,20news-bydate-train/sci.space/59874
alt.atheism,20news-bydate-train/alt.atheism/53082
comp.sys.mac.hardware,20news-bydate-train/comp.sys.mac.hardware/51802
rec.autos,20news-bydate-train/rec.autos/103044
talk.politics.guns,20news-bydate-train/talk.politics.guns/53353
comp.graphics,20news-bydate-train/comp.graphics/38245
sci.crypt,20news-bydate-train/sci.crypt/15531
talk.religion.misc,20news-bydate-train/talk.religion.misc/83507
comp.sys.mac.hardware,20news-bydate-train/comp.sys.mac.hardware/51716
talk.politics.guns,20news-bydate-train/talk.politics.guns/53369
rec.sport.hockey,20news-bydate-train/rec.sport.hockey/53720
talk.politics.mideast,20news-bydate-train/talk.politics.mideast/75895
sci.space,20news-bydate-train/sci.space/60193
comp.graphics,20news-bydate-train/comp.graphics/38472
soc.religion.christian,20news-bydate-train/soc.religion.christian/20905
comp.sys.mac.hardware,20news-bydate-train/comp.sys.mac.hardware/51735
soc.religion.christian,20news-bydate-train/soc.religion.christian/20925
rec.sport.hockey,20news-bydate-train/rec.sport.hockey/52602
talk.politics.mideast,20news-bydate-train/talk.politics.mideast/76075
rec.motorcycles,20news-bydate-train/rec.motorcycles/104958
talk.politics.misc,20news-bydate-train/talk.politics.misc/178537
comp.sys.mac.hardware,20news-bydate-train/comp.sys.mac.hardware/51847
talk.politics.mideast,20news-bydate-train/talk.politics.mideast/76055
sci.med,20news-bydate-train/sci.med/58909
comp.sys.ibm.pc.hardware,20news-bydate-train/comp.sys.ibm.pc.hardware/58991
comp.graphics,20news-bydate-train/comp.graphics/38396
rec.autos,20news-bydate-train/rec.autos/103032
comp.windows.x,20news-bydate-train/comp.windows.x/67130
rec.sport.baseball,20news-bydate-train/rec.sport.baseball/104601
alt.atheism,20news-bydate-train/alt.atheism/53459
comp.sys.mac.hardware,20news-bydate-train/comp.sys.mac.hardware/51760
comp.graphics,20news-bydate-train/comp.graphics/38329
misc.forsale,20news-bydate-train/misc.forsale/74740
misc.forsale,20news-bydate-train/misc.forsale/76088
comp.sys.mac.hardware,20news-bydate-train/comp.sys.mac.hardware/52142
rec.sport.hockey,20news-bydate-train/rec.sport.hockey/53920
comp.graphics,20news-bydate-train/comp.graphics/38743
talk.politics.mideast,20news-bydate-train/talk.politics.mideast/76011
sci.med,20news-bydate-train/sci.med/59022
sci.crypt,20news-bydate-train/sci.crypt/15615
sci.space,20news-bydate-train/sci.space/60913
soc.religion.christian,20news-bydate-train/soc.religion.christian/21398
comp.windows.x,20news-bydate-train/comp.windows.x/66988
rec.autos,20news-bydate-train/rec.autos/101648
comp.graphics,20news-bydate-train/comp.graphics/38670
rec.sport.hockey,20news-bydate-train/rec.sport.hockey/52643
talk.politics.mideast,20news-bydate-train/talk.politics.mideast/76133
soc.religion.christian,20news-bydate-train/soc.religion.christian/20962
sci.electronics,20news-bydate-train/sci.electronics/53713
talk.politics.guns,20news-bydate-train/talk.politics.guns/53332
talk.politics.misc,20news-bydate-train/talk.politics.misc/178458
comp.os.ms-windows.misc,20news-bydate-train/comp.os.ms-windows.misc/9935
rec.sport.hockey,20news-bydate-train/rec.sport.hockey/53837
talk.politics.guns,20news-bydate-train/talk.politics.guns/54472
comp.sys.mac.hardware,20news-bydate-train/comp.sys.mac.hardware/50546
rec.sport.baseball,20news-bydate-train/rec.sport.baseball/102614
soc.religion.christian,20news-bydate-train/soc.religion.christian/20759
rec.autos,20news-bydate-train/rec.autos/101574
talk.politics.mideast,20news-bydate-train/talk.politics.mideast/76484
rec.autos,20news-bydate-train/rec.autos/101588
comp.graphics,20news-bydate-train/comp.graphics/38518
misc.forsale,20news-bydate-train/misc.forsale/75885
sci.crypt,20news-bydate-train/sci.crypt/15701
sci.crypt,20news-bydate-train/sci.crypt/15253
comp.graphics,20news-bydate-train/comp.graphics/38643
comp.sys.ibm.pc.hardware,20news-bydate-train/comp.sys.ibm.pc.hardware/60231
talk.politics.mideast,20news-bydate-train/talk.politics.mideast/76520
rec.motorcycles,20news-bydate-train/rec.motorcycles/103160
sci.electronics,20news-bydate-train/sci.electronics/52767
talk.politics.mideast,20news-bydate-train/talk.politics.mideast/76327
sci.electronics,20news-bydate-train/sci.electronics/52831
rec.sport.baseball,20news-bydate-train/rec.sport.baseball/104424
rec.sport.hockey,20news-bydate-train/rec.sport.hockey/53660
sci.med,20news-bydate-train/sci.med/58995
rec.motorcycles,20news-bydate-train/rec.motorcycles/104553
talk.politics.misc,20news-bydate-train/talk.politics.misc/178515
rec.autos,20news-bydate-train/rec.autos/101562
comp.os.ms-windows.misc,20news-bydate-train/comp.os.ms-windows.misc/9466
comp.graphics,20news-bydate-train/comp.graphics/38510
alt.atheism,20news-bydate-train/alt.atheism/54473
comp.windows.x,20news-bydate-train/comp.windows.x/67357
talk.politics.misc,20news-bydate-train/talk.politics.misc/178377
sci.space,20news-bydate-train/sci.space/61058
sci.med,20news-bydate-train/sci.med/59153
talk.politics.guns,20news-bydate-train/talk.politics.guns/54124
talk.politics.misc,20news-bydate-train/talk.politics.misc/178360
rec.sport.hockey,20news-bydate-train/rec.sport.hockey/53550
comp.sys.ibm.pc.hardware,20news-bydate-train/comp.sys.ibm.pc.hardware/60286
sci.crypt,20news-bydate-train/sci.crypt/15334
rec.sport.hockey,20news-bydate-train/rec.sport.hockey/53828
comp.windows.x,20news-bydate-train/comp.windows.x/67144
misc.forsale,20news-bydate-train/misc.forsale/76058
talk.politics.mideast,20news-bydate-train/talk.politics.mideast/75942
soc.religion.christian,20news-bydate-train/soc.religion.christian/20594
comp.graphics,20news-bydate-train/comp.graphics/38611
talk.politics.guns,20news-bydate-train/talk.politics.guns/54357
sci.crypt,20news-bydate-train/sci.crypt/14983
comp.windows.x,20news-bydate-train/comp.windows.x/67002
talk.politics.mideast,20news-bydate-train/talk.politics.mideast/76499
comp.sys.mac.hardware,20news-bydate-train/comp.sys.mac.hardware/51495
comp.sys.mac.hardware,20news-bydate-train/comp.sys.mac.hardware/51660
rec.sport.hockey,20news-bydate-train/rec.sport.hockey/53697
comp.sys.ibm.pc.hardware,20news-bydate-train/comp.sys.ibm.pc.hardware/60476
talk.politics.guns,20news-bydate-train/talk.politics.guns/54496
sci.electronics,20news-bydate-train/sci.electronics/53870
sci.space,20news-bydate-train/sci.space/60898
talk.religion.misc,20news-bydate-train/talk.religion.misc/83975
misc.forsale,20news-bydate-train/misc.forsale/76095
comp.sys.mac.hardware,20news-bydate-train/comp.sys.mac.hardware/51665
comp.windows.x,20news-bydate-train/comp.windows.x/66400
talk.politics.mideast,20news-bydate-train/talk.politics.mideast/76394
talk.politics.misc,20news-bydate-train/talk.politics.misc/178549
comp.sys.ibm.pc.hardware,20news-bydate-train/comp.sys.ibm.pc.hardware/60685
comp.os.ms-windows.misc,20news-bydate-train/comp.os.ms-windows.misc/9478
talk.religion.misc,20news-bydate-train/talk.religion.misc/82798
sci.crypt,20news-bydate-train/sci.crypt/15909
comp.windows.x,20news-bydate-train/comp.windows.x/66451
sci.electronics,20news-bydate-train/sci.electronics/53681
talk.politics.misc,20news-bydate-train/talk.politics.misc/178494
comp.sys.mac.hardware,20news-bydate-train/comp.sys.mac.hardware/51881
comp.sys.ibm.pc.hardware,20news-bydate-train/comp.sys.ibm.pc.hardware/60144
sci.crypt,20news-bydate-train/sci.crypt/15574
comp.graphics,20news-bydate-train/comp.graphics/37961
talk.politics.misc,20news-bydate-train/talk.politics.misc/176953
comp.windows.x,20news-bydate-train/comp.windows.x/66969
comp.graphics,20news-bydate-train/comp.graphics/38428
rec.autos,20news-bydate-train/rec.autos/103000
comp.sys.mac.hardware,20news-bydate-train/comp.sys.mac.hardware/50460
rec.sport.hockey,20news-bydate-train/rec.sport.hockey/53809
sci.med,20news-bydate-train/sci.med/58854
soc.religion.christian,20news-bydate-train/soc.religion.christian/20677
comp.sys.mac.hardware,20news-bydate-train/comp.sys.mac.hardware/51614
talk.politics.guns,20news-bydate-train/talk.politics.guns/54198
comp.graphics,20news-bydate-train/comp.graphics/38579
talk.religion.misc,20news-bydate-train/talk.religion.misc/83722
comp.sys.ibm.pc.hardware,20news-bydate-train/comp.sys.ibm.pc.hardware/60175
comp.windows.x,20news-bydate-train/comp.windows.x/67393
comp.os.ms-windows.misc,20news-bydate-train/comp.os.ms-windows.misc/9667
sci.electronics,20news-bydate-train/sci.electronics/52829
talk.politics.misc,20news-bydate-train/talk.politics.misc/178838
comp.sys.mac.hardware,20news-bydate-train/comp.sys.mac.hardware/51667
comp.os.ms-windows.misc,20news-bydate-train/comp.os.ms-windows.misc/9725
comp.sys.ibm.pc.hardware,20news-bydate-train/comp.sys.ibm.pc.hardware/58988
rec.motorcycles,20news-bydate-train/rec.motorcycles/104619
talk.religion.misc,20news-bydate-train/talk.religion.misc/83672
talk.politics.guns,20news-bydate-train/talk.politics.guns/54535
misc.forsale,20news-bydate-train/misc.forsale/75996
sci.crypt,20news-bydate-train/sci.crypt/15706
comp.windows.x,20news-bydate-train/comp.windows.x/67137
alt.atheism,20news-bydate-train/alt.atheism/53766
alt.atheism,20news-bydate-train/alt.atheism/51203
comp.os.ms-windows.misc,20news-bydate-train/comp.os.ms-windows.misc/9926
sci.electronics,20news-bydate-train/sci.electronics/53790
sci.space,20news-bydate-train/sci.space/60974
comp.sys.ibm.pc.hardware,20news-bydate-train/comp.sys.ibm.pc.hardware/60499
sci.electronics,20news-bydate-train/sci.electronics/53728
rec.sport.hockey,20news-bydate-train/rec.sport.hockey/53800
comp.os.ms-windows.misc,20news-bydate-train/comp.os.ms-windows.misc/9821
rec.motorcycles,20news-bydate-train/rec.motorcycles/104608
talk.religion.misc,20news-bydate-train/talk.religion.misc/83445
comp.os.ms-windows.misc,20news-bydate-train/comp.os.ms-windows.misc/9454
alt.atheism,20news-bydate-train/alt.atheism/51122
soc.religion.christian,20news-bydate-train/soc.religion.christian/20597
comp.graphics,20news-bydate-train/comp.graphics/38745
